time,lng,lat,strong,power,speed,move_dir,move_speed,pressure,radius7,radius10,radius12,remark,forecast,radius7_quad.ne,radius7_quad.se,radius7_quad.sw,radius7_quad.nw,radius10_quad.ne,radius10_quad.se,radius10_quad.sw,radius10_quad.nw,radius12_quad.ne,radius12_quad.se,radius12_quad.sw,radius12_quad.nw
2023-08-28T08:00:00,142.9,18.4,热带风暴(TS),8,18,西西北,10.0,998,160.0,0.0,0.0,,,160.0,150.0,110.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-28T14:00:00,141.5,18.4,热带风暴(TS),8,18,西西北,7.0,998,160.0,0.0,0.0,,,160.0,150.0,110.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-28T17:00:00,141.4,18.7,热带风暴(TS),8,18,西西北,11.0,998,160.0,0.0,0.0,,,160.0,150.0,110.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-28T20:00:00,140.6,18.8,热带风暴(TS),8,18,西西北,11.0,998,160.0,0.0,0.0,,,160.0,150.0,110.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-29T02:00:00,139.3,18.8,热带风暴(TS),8,20,西西北,13.0,995,160.0,0.0,0.0,,,160.0,150.0,110.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-29T05:00:00,138.9,18.8,热带风暴(TS),8,20,西西北,13.0,995,160.0,0.0,0.0,,,160.0,150.0,110.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-29T08:00:00,138.3,19.0,热带风暴(TS),9,23,西北,11.0,990,160.0,0.0,0.0,,,160.0,150.0,110.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-29T14:00:00,137.7,19.4,强热带风暴(STS),10,28,西北,15.0,982,160.0,50.0,0.0,,,160.0,150.0,110.0,130.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0
2023-08-29T17:00:00,137.2,19.6,强热带风暴(STS),10,28,西西北,15.0,982,160.0,50.0,0.0,,,160.0,150.0,110.0,130.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0
2023-08-29T20:00:00,136.1,19.6,强热带风暴(STS),11,30,西北,13.0,980,160.0,50.0,0.0,,,160.0,150.0,110.0,130.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0
