time,lng,lat,strong,power,speed,move_dir,move_speed,pressure,radius7,radius10,radius12,remark,forecast,radius7_quad.ne,radius7_quad.se,radius7_quad.sw,radius7_quad.nw,radius10_quad.ne,radius10_quad.se,radius10_quad.sw,radius10_quad.nw,radius12_quad.ne,radius12_quad.se,radius12_quad.sw,radius12_quad.nw
2023-08-12T08:00:00,180.0,15.5,台风(TY),13,40,西西北,26,960,200,120,50,,,200,165,165,200,120,80,80,80,50,50,50,50
2023-08-12T14:00:00,179.2,16.3,台风(TY),13,40,西西北,27,960,200,120,50,,,200,165,165,200,120,80,80,80,50,50,50,50
2023-08-12T17:00:00,178.7,16.9,台风(TY),13,40,西西北,24,960,200,120,50,,,200,165,165,200,120,80,80,80,50,50,50,50
2023-08-12T20:00:00,178.0,17.1,台风(TY),13,40,西西北,23,960,200,120,50,,,200,165,165,200,120,80,80,80,50,50,50,50
2023-08-13T02:00:00,177.1,17.8,台风(TY),12,35,西西北,22,970,200,120,50,,,200,165,165,200,120,80,80,80,50,50,50,50
2023-08-13T05:00:00,176.4,18.0,台风(TY),12,35,西西北,21,970,200,120,50,,,200,165,165,200,120,80,80,80,50,50,50,50
2023-08-13T08:00:00,175.8,18.1,台风(TY),12,35,西西北,20,970,200,120,50,,,200,165,165,200,120,80,80,80,50,50,50,50
2023-08-13T14:00:00,174.7,18.2,强热带风暴(STS),11,30,西西北,20,980,180,120,0,,,180,140,130,160,120,80,70,80,0,0,0,0
2023-08-13T17:00:00,173.8,18.2,强热带风暴(STS),10,28,西西北,24,982,180,120,0,,,180,140,130,160,120,80,70,80,0,0,0,0
2023-08-13T20:00:00,172.9,18.2,强热带风暴(STS),10,28,西西北,20,982,180,120,0,,,180,140,130,160,120,80,70,80,0,0,0,0
2023-08-14T02:00:00,171.4,18.3,强热带风暴(STS),10,28,西西北,18,982,180,120,0,,,180,140,130,160,120,80,70,80,0,0,0,0
2023-08-14T05:00:00,170.9,18.3,强热带风暴(STS),10,25,西北,17,985,180,120,0,,,180,140,130,160,120,80,70,80,0,0,0,0
2023-08-14T08:00:00,170.3,18.6,热带风暴(TS),9,23,西西北,17,990,180,0,0,,,180,140,130,160,0,0,0,0,0,0,0,0
2023-08-14T14:00:00,169.2,19.3,热带风暴(TS),9,23,西北,18,990,180,0,0,,,180,140,130,160,0,0,0,0,0,0,0,0
2023-08-14T17:00:00,169.0,19.7,热带风暴(TS),9,23,西北,17,990,180,0,0,,,180,140,130,160,0,0,0,0,0,0,0,0
2023-08-14T20:00:00,168.8,19.9,热带风暴(TS),9,23,北西北,18,990,180,0,0,,,180,140,130,160,0,0,0,0,0,0,0,0
2023-08-15T02:00:00,168.6,20.3,热带风暴(TS),8,20,北西北,23,992,160,0,0,,,160,120,110,140,0,0,0,0,0,0,0,0
2023-08-15T05:00:00,168.4,20.8,热带风暴(TS),8,20,北西北,18,992,160,0,0,,,160,120,110,140,0,0,0,0,0,0,0,0
2023-08-15T08:00:00,168.3,20.9,热带风暴(TS),8,18,北西北,21,995,160,0,0,,,160,120,110,120,0,0,0,0,0,0,0,0
2023-08-15T14:00:00,167.6,21.5,热带风暴(TS),8,20,北,22,995,160,0,0,,"[{'sets': '中国', 'points': [{'time': '2023-08-16T02:00:00', 'lng': 167.6, 'lat': 23.8, 'strong': '热带风暴(TS)', 'power': 8, 'speed': 20, 'move_dir': None, 'move_speed': None, 'pressure': 995, 'radius7': None, 'radius10': None, 'remark': None}, {'time': '2023-08-16T14:00:00', 'lng': 167.8, 'lat': 25.9, 'strong': '热带风暴(TS)', 'power': 8, 'speed': 18, 'move_dir': None, 'move_speed': None, 'pressure': 998, 'radius7': None, 'radius10': None, 'remark': None}, {'time': '2023-08-17T02:00:00', 'lng': 167.9, 'lat': 27.9, 'strong': '热带低压(TD)', 'power': 7, 'speed': 16, 'move_dir': None, 'move_speed': None, 'pressure': 1000, 'radius7': None, 'radius10': None, 'remark': None}]}, {'sets': '美国', 'points': [{'time': '2023-08-16T14:00:00', 'lng': 167.1, 'lat': 24.9, 'strong': '热带低压(TD)', 'power': 7, 'speed': 15, 'move_dir': None, 'move_speed': None, 'pressure': None, 'radius7': None, 'radius10': None, 'remark': None}, {'time': '2023-08-17T14:00:00', 'lng': 167.0, 'lat': 28.0, 'strong': '热带低压(TD)', 'power': 6, 'speed': 13, 'move_dir': None, 'move_speed': None, 'pressure': None, 'radius7': None, 'radius10': None, 'remark': None}, {'time': '2023-08-18T14:00:00', 'lng': 167.2, 'lat': 30.5, 'strong': '', 'power': 5, 'speed': 10, 'move_dir': None, 'move_speed': None, 'pressure': None, 'radius7': None, 'radius10': None, 'remark': None}]}, {'sets': '中国台湾', 'points': [{'time': '2023-08-16T14:00:00', 'lng': 167.7, 'lat': 25.8, 'strong': '热带风暴(TS)', 'power': 8, 'speed': 18, 'move_dir': None, 'move_speed': None, 'pressure': None, 'radius7': None, 'radius10': None, 'remark': None}]}]",160,120,70,90,0,0,0,0,0,0,0,0
