time,lng,lat,strong,power,speed,move_dir,move_speed,pressure,radius7,radius10,radius12,remark,forecast,radius7_quad.ne,radius7_quad.se,radius7_quad.sw,radius7_quad.nw,radius10_quad.ne,radius10_quad.se,radius10_quad.sw,radius10_quad.nw,radius12_quad.ne,radius12_quad.se,radius12_quad.sw,radius12_quad.nw
2023-10-07T14:00:00,153.9,10.1,热带风暴(TS),8,18,西,11,998,200,0,0,,,200,150,150,200,0,0,0,0,0,0,0,0
2023-10-07T17:00:00,153.7,10.1,热带风暴(TS),8,18,西,10,998,200,0,0,,,200,150,150,200,0,0,0,0,0,0,0,0
2023-10-07T20:00:00,153.4,10.0,热带风暴(TS),8,18,西西南,6,998,200,0,0,,,200,150,150,200,0,0,0,0,0,0,0,0
2023-10-08T02:00:00,153.2,9.9,热带风暴(TS),8,18,西,9,998,200,0,0,,,200,150,150,200,0,0,0,0,0,0,0,0
2023-10-08T05:00:00,153.0,9.9,热带风暴(TS),8,18,西,11,998,200,0,0,,,200,150,150,200,0,0,0,0,0,0,0,0
2023-10-08T08:00:00,152.8,9.9,热带风暴(TS),8,18,西,11,998,200,0,0,,,200,150,150,200,0,0,0,0,0,0,0,0
2023-10-08T14:00:00,152.1,9.8,热带风暴(TS),8,20,西北,7,995,200,0,0,,,200,150,150,200,0,0,0,0,0,0,0,0
2023-10-08T17:00:00,151.8,9.6,热带风暴(TS),8,20,西,14,995,200,0,0,,,200,150,150,200,0,0,0,0,0,0,0,0
2023-10-08T20:00:00,151.1,9.8,热带风暴(TS),8,20,西北,14,995,200,0,0,,,200,150,150,200,0,0,0,0,0,0,0,0
2023-10-09T02:00:00,151.0,9.9,热带风暴(TS),9,23,西北,19,990,200,0,0,,,200,150,150,200,0,0,0,0,0,0,0,0
2023-10-09T05:00:00,150.9,10.0,强热带风暴(STS),10,25,西北,17,985,200,0,0,,,200,150,150,200,0,0,0,0,0,0,0,0
2023-10-09T08:00:00,150.2,10.5,强热带风暴(STS),10,28,西北,17,982,200,50,0,,,200,150,150,200,50,20,20,20,0,0,0,0
2023-10-09T14:00:00,149.0,11.6,强热带风暴(STS),10,28,西北,17,982,200,50,0,,,200,150,150,200,50,20,20,20,0,0,0,0
2023-10-09T17:00:00,148.8,11.7,强热带风暴(STS),11,30,西北,21,980,200,50,0,,,200,150,150,200,50,20,20,50,0,0,0,0
2023-10-09T20:00:00,148.3,12.0,强热带风暴(STS),11,30,西北,22,980,200,50,0,,,200,150,150,200,50,20,20,50,0,0,0,0
2023-10-10T02:00:00,147.8,12.4,台风(TY),12,33,西北,24,975,200,50,0,,,200,150,150,200,50,20,20,50,0,0,0,0
2023-10-10T05:00:00,147.4,13.4,台风(TY),12,33,西北,23,975,200,50,0,,,200,150,150,200,50,20,20,50,0,0,0,0
2023-10-10T08:00:00,146.6,13.6,台风(TY),12,35,西北,23,970,300,100,30,,,300,300,250,280,100,100,60,80,30,30,20,30
