time,lng,lat,strong,power,speed,move_dir,move_speed,pressure,radius7,radius10,radius12,remark,forecast,radius7_quad.ne,radius7_quad.se,radius7_quad.sw,radius7_quad.nw,radius10_quad.ne,radius10_quad.se,radius10_quad.sw,radius10_quad.nw,radius12_quad.ne,radius12_quad.se,radius12_quad.sw,radius12_quad.nw
2023-07-21T08:00:00,132.8,13.9,热带风暴(TS),8,18,西西北,9,998,280,0,0,,,280,280,240,240,0,0,0,0,0,0,0,0
2023-07-21T14:00:00,132.7,13.9,热带风暴(TS),8,18,西西北,9,998,300,0,0,,,300,300,240,280,0,0,0,0,0,0,0,0
2023-07-21T17:00:00,132.7,13.9,热带风暴(TS),8,18,西西北,11,998,300,0,0,,,300,300,240,280,0,0,0,0,0,0,0,0
2023-07-21T20:00:00,132.5,13.9,热带风暴(TS),8,18,西西北,12,998,300,0,0,,,300,300,240,280,0,0,0,0,0,0,0,0
2023-07-22T02:00:00,132.2,14.0,热带风暴(TS),8,18,西西北,15,998,300,0,0,,,300,300,240,280,0,0,0,0,0,0,0,0
2023-07-22T05:00:00,132.2,14.1,热带风暴(TS),8,18,西西北,15,998,300,0,0,,,300,300,240,280,0,0,0,0,0,0,0,0
2023-07-22T08:00:00,131.8,14.2,热带风暴(TS),8,18,西西北,12,998,320,0,0,,,300,320,280,260,0,0,0,0,0,0,0,0
2023-07-22T14:00:00,130.7,14.4,热带风暴(TS),8,18,西西北,10,998,320,0,0,,,300,320,280,260,0,0,0,0,0,0,0,0
2023-07-22T17:00:00,130.5,14.4,热带风暴(TS),8,20,西西北,9,995,320,0,0,,,300,320,280,260,0,0,0,0,0,0,0,0
2023-07-22T20:00:00,130.4,14.4,热带风暴(TS),8,20,西西北,9,995,320,0,0,,,300,320,280,260,0,0,0,0,0,0,0,0
2023-07-22T23:00:00,130.1,14.5,热带风暴(TS),8,20,西西北,10,995,320,0,0,,,300,320,280,260,0,0,0,0,0,0,0,0
2023-07-23T02:00:00,129.9,14.6,热带风暴(TS),9,23,西西北,10,990,320,0,0,,,300,320,280,260,0,0,0,0,0,0,0,0
2023-07-23T05:00:00,129.5,14.7,强热带风暴(STS),10,25,西西北,13,985,340,0,0,,,340,320,300,320,0,0,0,0,0,0,0,0
2023-07-23T08:00:00,128.8,14.8,强热带风暴(STS),10,25,西西北,10,985,340,0,0,,,340,320,300,320,0,0,0,0,0,0,0,0
2023-07-23T11:00:00,128.5,14.8,强热带风暴(STS),10,28,西西北,12,982,340,150,0,,,340,320,300,320,120,150,90,100,0,0,0,0
2023-07-23T14:00:00,128.2,14.8,强热带风暴(STS),10,28,西西北,12,982,340,150,0,,,340,320,300,320,120,150,90,100,0,0,0,0
2023-07-23T17:00:00,128.0,14.8,台风(TY),12,33,西西北,11,975,340,150,0,,,340,320,300,320,120,150,90,100,0,0,0,0
2023-07-23T20:00:00,127.8,15.0,台风(TY),12,35,西西北,11,970,340,150,60,,,340,320,300,320,120,150,100,100,60,60,40,40
2023-07-23T23:00:00,127.4,15.2,台风(TY),13,38,西西北,11,965,360,160,70,,[],360,320,300,320,160,150,100,150,70,60,50,70
2023-07-24T02:00:00,127.1,15.2,台风(TY),13,38,西北,12,965,360,160,70,,[],360,320,300,320,160,150,100,150,70,60,50,70
2023-07-24T05:00:00,127.0,15.4,台风(TY),13,40,西北,13,960,360,160,70,,[],360,320,300,320,160,150,100,150,70,60,50,70
2023-07-24T08:00:00,126.6,15.4,强台风(STY),14,42,西北,13,955,360,160,70,,[],360,320,300,320,160,150,100,150,70,60,50,70
2023-07-24T11:00:00,126.5,15.5,强台风(STY),15,48,西北,15,945,400,180,100,,[],400,380,300,350,180,150,120,180,100,80,60,80
2023-07-24T14:00:00,126.3,15.7,强台风(STY),15,48,西北,18,945,400,180,100,,[],400,380,300,350,180,150,120,180,100,80,60,80
2023-07-24T17:00:00,126.1,16.2,强台风(STY),15,48,西北,15,945,400,180,100,,[],400,380,300,350,180,150,120,180,100,80,60,80
2023-07-24T20:00:00,125.8,16.5,超强台风(Super TY),16,52,西北,18,935,400,180,100,,[],400,380,300,350,180,150,120,180,100,80,60,80
2023-07-24T23:00:00,125.3,16.7,超强台风(Super TY),16,55,西北,18,930,400,180,100,,[],400,380,300,350,180,150,120,180,100,80,60,80
2023-07-25T02:00:00,125.1,16.9,超强台风(Super TY),16,55,西北,18,930,400,180,100,,[],400,380,300,350,180,150,120,180,100,80,60,80
2023-07-25T05:00:00,124.9,17.2,超强台风(Super TY),17,58,西北,20,925,450,180,120,,[],450,420,300,400,180,150,120,180,120,100,90,100
2023-07-25T08:00:00,124.6,17.6,超强台风(Super TY),18,62,西北,18,915,450,180,120,,[],450,420,300,400,180,150,120,180,120,100,90,100
2023-07-25T11:00:00,124.0,18.0,超强台风(Super TY),18,62,西西北,18,915,450,180,120,,[],450,420,300,400,180,150,120,180,120,100,90,100
