time,lng,lat,strong,power,speed,move_dir,move_speed,pressure,radius7,radius10,radius12,remark,forecast,radius7_quad.ne,radius7_quad.se,radius7_quad.sw,radius7_quad.nw,radius10_quad.ne,radius10_quad.se,radius10_quad.sw,radius10_quad.nw,radius12_quad.ne,radius12_quad.se,radius12_quad.sw,radius12_quad.nw
2023-07-14T11:00:00,121.1,18.4,热带低压(TD),7,15,,,1000,,,,,,,,,,,,,,,,,
2023-07-14T14:00:00,120.2,18.2,热带低压(TD),7,15,,,1000,,,,,,,,,,,,,,,,,
2023-07-14T17:00:00,119.4,17.7,热带低压(TD),7,15,,0.0,1000,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-14T20:00:00,119.2,17.7,热带低压(TD),7,15,,,1000,,,,,,,,,,,,,,,,,
2023-07-14T23:00:00,119.0,17.7,热带低压(TD),7,15,,0.0,1000,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-15T02:00:00,118.9,17.8,热带低压(TD),7,15,西北,8.0,1000,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-15T05:00:00,118.6,17.9,热带低压(TD),7,15,,,1000,,,,,,,,,,,,,,,,,
2023-07-15T08:00:00,118.6,17.9,热带风暴(TS),8,18,西西北,14.0,998,200.0,0.0,0.0,,,140.0,140.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-15T09:00:00,118.5,18.0,热带风暴(TS),8,18,西西北,14.0,998,200.0,0.0,0.0,,,140.0,140.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-15T10:00:00,118.4,18.0,热带风暴(TS),8,18,西西北,14.0,998,200.0,0.0,0.0,,,140.0,140.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-15T11:00:00,118.3,18.0,热带风暴(TS),8,18,西西北,14.0,998,200.0,0.0,0.0,,,140.0,140.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-15T12:00:00,118.3,18.0,热带风暴(TS),8,18,西西北,14.0,998,200.0,0.0,0.0,,,140.0,140.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-15T13:00:00,118.2,18.0,热带风暴(TS),8,18,西西北,14.0,998,200.0,0.0,0.0,,,140.0,140.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-15T14:00:00,118.2,18.0,热带风暴(TS),8,18,西西北,14.0,998,200.0,0.0,0.0,,,140.0,140.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-15T15:00:00,118.1,18.1,热带风暴(TS),8,18,西西北,12.0,998,200.0,0.0,0.0,,,140.0,140.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-15T16:00:00,117.9,18.2,热带风暴(TS),8,18,西西北,10.0,998,200.0,0.0,0.0,,,140.0,140.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-15T17:00:00,117.8,18.3,热带风暴(TS),8,18,西西北,13.0,998,200.0,0.0,0.0,,,140.0,140.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-15T18:00:00,117.8,18.4,热带风暴(TS),8,18,西西北,13.0,998,200.0,0.0,0.0,,,140.0,140.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-15T19:00:00,117.7,18.4,热带风暴(TS),8,18,西西北,12.0,998,200.0,0.0,0.0,,,140.0,140.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-15T20:00:00,117.6,18.4,热带风暴(TS),8,20,西西北,13.0,995,200.0,0.0,0.0,,,140.0,140.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-15T21:00:00,117.5,18.4,热带风暴(TS),8,20,西西北,12.0,995,200.0,0.0,0.0,,,140.0,140.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
