Year,Month,Day,Hour,Lat.,Long.,Wind (kt),Gust (kt),Direc. of Major Storm Axis,Radius of Major Storm Axis (nm),Radius of Minor Storm Axis (nm),Direc. of Major Gale Axis,Radius of Major Gale Axis (nm),Radius of Minor Gale Axis (nm),Image
1979,9,25,0,19.0,144.0,0,0,-,-,-,-,-,-,Image
1979,9,25,6,19.2,142.7,0,0,-,-,-,-,-,-,Image
1979,9,25,12,19.7,141.7,35,0,-,-,-,symmetric,80,80,Image
1979,9,25,18,20.1,140.8,40,0,-,-,-,symmetric,80,80,Image
1979,9,26,0,20.6,139.8,35,0,-,-,-,symmetric,60,60,Image
1979,9,26,6,21.9,137.9,0,0,-,-,-,-,-,-,Image
1979,9,26,12,23.0,136.1,0,0,-,-,-,-,-,-,Image
