Year,Month,Day,Hour,Lat.,Long.,Wind (kt),Gust (kt),Direc. of Major Storm Axis,Radius of Major Storm Axis (nm),Radius of Minor Storm Axis (nm),Direc. of Major Gale Axis,Radius of Major Gale Axis (nm),Radius of Minor Gale Axis (nm),Image
1991,7,9,6,11.7,126.0,0,0,-,-,-,-,-,-,Image
1991,7,9,12,12.3,125.0,0,0,-,-,-,-,-,-,Image
1991,7,9,18,13.0,124.0,0,0,-,-,-,-,-,-,Image
1991,7,10,0,13.5,122.5,0,0,-,-,-,-,-,-,Image
1991,7,10,6,13.8,121.1,0,0,-,-,-,-,-,-,Image
1991,7,10,12,13.9,120.1,0,0,-,-,-,-,-,-,Image
1991,7,10,18,14.5,118.8,35,0,-,-,-,symmetric,50,50,Image
1991,7,11,0,15.1,117.0,45,0,-,-,-,symmetric,120,120,Image
1991,7,11,6,15.4,115.6,50,0,-,-,-,symmetric,140,140,Image
1991,7,11,12,15.5,114.8,50,0,-,-,-,symmetric,140,140,Image
1991,7,11,18,15.9,114.0,55,0,symmetric,30,30,SE,200,120,Image
1991,7,12,0,16.4,113.2,60,0,symmetric,40,40,E,300,120,Image
1991,7,12,6,17.0,112.6,65,0,symmetric,60,60,E,350,150,Image
1991,7,12,12,17.8,111.8,65,0,SE,120,50,SE,350,150,Image
1991,7,12,18,18.4,110.8,65,0,SE,120,50,SE,350,150,Image
1991,7,13,0,18.8,109.9,60,0,SE,120,50,SE,350,150,Image
1991,7,13,6,19.4,109.3,60,0,symmetric,60,60,SE,350,150,Image
1991,7,13,12,20.0,108.7,55,0,symmetric,50,50,SE,350,150,Image
1991,7,13,18,20.5,107.4,55,0,symmetric,50,50,SE,300,150,Image
1991,7,14,0,21.1,106.6,55,0,symmetric,50,50,SE,150,100,Image
1991,7,14,6,21.4,105.8,40,0,-,-,-,SE,140,50,Image
1991,7,14,12,21.7,105.3,0,0,-,-,-,-,-,-,Image
1991,7,14,18,22.2,104.0,0,0,-,-,-,-,-,-,Image
1991,7,15,0,22.2,103.0,0,0,-,-,-,-,-,-,Image
