Year,Month,Day,Hour,Lat.,Long.,Wind (kt),Gust (kt),Direc. of Major Storm Axis,Radius of Major Storm Axis (nm),Radius of Minor Storm Axis (nm),Direc. of Major Gale Axis,Radius of Major Gale Axis (nm),Radius of Minor Gale Axis (nm),Image
2011,7,13,18,14.9,133.6,0,0,-,-,-,-,-,-,Image
2011,7,14,0,14.8,133.2,0,0,-,-,-,-,-,-,Image
2011,7,14,6,14.7,132.7,0,0,-,-,-,-,-,-,Image
2011,7,14,12,14.4,132.6,0,0,-,-,-,-,-,-,Image
2011,7,14,18,14.2,132.7,0,0,-,-,-,-,-,-,Image
2011,7,15,0,14.2,132.9,35,0,-,-,-,S,100,50,Image
2011,7,15,6,14.0,133.4,35,0,-,-,-,S,100,50,Image
2011,7,15,12,14.1,134.6,35,0,-,-,-,SE,100,50,Image
2011,7,15,18,14.4,134.6,0,0,-,-,-,-,-,-,Image
