Year,Month,Day,Hour,Lat.,Long.,Wind (kt),Gust (kt),Direc. of Major Storm Axis,Radius of Major Storm Axis (nm),Radius of Minor Storm Axis (nm),Direc. of Major Gale Axis,Radius of Major Gale Axis (nm),Radius of Minor Gale Axis (nm),Image
1999,10,2,12,17.1,132.2,0,0,-,-,-,-,-,-,Image
1999,10,2,18,17.6,131.0,0,0,-,-,-,-,-,-,Image
1999,10,3,0,17.9,130.0,0,0,-,-,-,-,-,-,Image
1999,10,3,6,18.1,129.4,0,0,-,-,-,-,-,-,Image
1999,10,3,12,18.4,128.6,35,0,-,-,-,symmetric,120,120,Image
1999,10,3,18,18.4,127.8,45,0,-,-,-,symmetric,150,150,Image
1999,10,4,0,18.2,126.6,50,0,-,-,-,symmetric,250,250,Image
1999,10,4,6,18.2,125.5,60,0,symmetric,50,50,symmetric,270,270,Image
1999,10,4,12,18.2,124.4,65,0,symmetric,60,60,symmetric,270,270,Image
1999,10,4,18,18.1,123.5,65,0,symmetric,70,70,symmetric,270,270,Image
1999,10,5,0,18.2,122.4,65,0,symmetric,80,80,symmetric,270,270,Image
1999,10,5,6,18.4,121.2,60,0,symmetric,70,70,symmetric,270,270,Image
1999,10,5,12,18.5,120.1,65,0,symmetric,60,60,symmetric,270,270,Image
1999,10,5,18,18.4,119.4,65,0,symmetric,60,60,symmetric,270,270,Image
1999,10,6,0,18.6,118.8,65,0,symmetric,70,70,symmetric,270,270,Image
1999,10,6,6,18.9,118.3,65,0,symmetric,70,70,symmetric,270,270,Image
1999,10,6,12,19.0,117.9,65,0,symmetric,70,70,symmetric,270,270,Image
1999,10,6,18,19.4,117.7,70,0,symmetric,80,80,symmetric,270,270,Image
1999,10,7,0,19.8,117.9,75,0,symmetric,90,90,symmetric,270,270,Image
1999,10,7,6,20.3,118.0,75,0,symmetric,90,90,symmetric,270,270,Image
1999,10,7,12,20.7,118.2,80,0,symmetric,90,90,symmetric,270,270,Image
1999,10,7,18,21.2,118.3,75,0,symmetric,90,90,symmetric,270,270,Image
1999,10,8,0,21.8,118.2,75,0,symmetric,80,80,symmetric,240,240,Image
1999,10,8,6,22.2,117.8,75,0,symmetric,80,80,symmetric,240,240,Image
1999,10,8,12,22.5,118.1,75,0,symmetric,80,80,symmetric,240,240,Image
1999,10,8,18,23.3,118.2,70,0,symmetric,80,80,S,210,150,Image
1999,10,9,0,24.0,118.1,60,0,symmetric,60,60,S,180,120,Image
1999,10,9,6,24.7,117.8,50,0,-,-,-,S,120,60,Image
1999,10,9,12,25.6,118.1,35,0,-,-,-,symmetric,60,60,Image
1999,10,9,18,26.2,118.5,0,0,-,-,-,-,-,-,Image
1999,10,10,0,27.4,119.3,0,0,-,-,-,-,-,-,Image
1999,10,10,6,28.7,120.4,0,0,-,-,-,-,-,-,Image
1999,10,10,12,30.1,121.8,0,0,-,-,-,-,-,-,Image
1999,10,10,18,31.1,122.6,0,0,-,-,-,-,-,-,Image
1999,10,11,0,31.9,124.9,0,0,-,-,-,-,-,-,Image
1999,10,11,6,32.6,126.6,0,0,-,-,-,-,-,-,Image
1999,10,11,12,33.0,127.7,0,0,-,-,-,-,-,-,Image
1999,10,11,18,32.7,128.1,0,0,-,-,-,-,-,-,Image
1999,10,12,0,32.2,128.5,0,0,-,-,-,-,-,-,Image
