Year,Month,Day,Hour,Lat.,Long.,Wind (kt),Gust (kt),Direc. of Major Storm Axis,Radius of Major Storm Axis (nm),Radius of Minor Storm Axis (nm),Direc. of Major Gale Axis,Radius of Major Gale Axis (nm),Radius of Minor Gale Axis (nm),Image
1981,8,2,6,14.0,114.0,0,0,-,-,-,-,-,-,Image
1981,8,2,12,14.0,114.0,0,0,-,-,-,-,-,-,Image
1981,8,2,18,15.0,115.0,0,0,-,-,-,-,-,-,Image
1981,8,3,0,15.0,115.0,0,0,-,-,-,-,-,-,Image
1981,8,3,6,15.0,115.0,0,0,-,-,-,-,-,-,Image
1981,8,3,12,15.0,115.0,0,0,-,-,-,-,-,-,Image
1981,8,3,18,15.0,115.0,0,0,-,-,-,-,-,-,Image
1981,8,4,0,15.0,115.0,0,0,-,-,-,-,-,-,Image
1981,8,4,6,15.0,115.0,0,0,-,-,-,-,-,-,Image
1981,8,4,12,15.0,115.0,0,0,-,-,-,-,-,-,Image
1981,8,4,18,15.0,115.0,0,0,-,-,-,-,-,-,Image
1981,8,5,0,15.0,115.0,35,0,-,-,-,symmetric,200,200,Image
1981,8,5,6,15.9,116.1,35,0,-,-,-,symmetric,200,200,Image
1981,8,5,12,16.8,117.2,45,0,-,-,-,symmetric,200,200,Image
1981,8,5,18,17.5,117.7,45,0,-,-,-,SE,200,100,Image
1981,8,6,0,17.9,118.0,45,0,-,-,-,SE,200,100,Image
1981,8,6,6,18.5,118.2,45,0,-,-,-,SE,200,100,Image
1981,8,6,12,19.4,118.5,45,0,-,-,-,SE,200,100,Image
1981,8,6,18,19.9,118.1,40,0,-,-,-,SE,200,100,Image
1981,8,7,0,20.3,117.6,35,0,-,-,-,S,125,75,Image
1981,8,7,6,20.4,117.3,35,0,-,-,-,S,100,75,Image
1981,8,7,12,20.5,117.0,0,0,-,-,-,-,-,-,Image
1981,8,7,18,20.5,116.5,0,0,-,-,-,-,-,-,Image
1981,8,8,0,20.1,115.9,0,0,-,-,-,-,-,-,Image
1981,8,8,6,19.5,115.0,0,0,-,-,-,-,-,-,Image
1981,8,8,12,19.1,114.3,0,0,-,-,-,-,-,-,Image
1981,8,8,18,18.8,113.4,0,0,-,-,-,-,-,-,Image
1981,8,9,0,18.5,112.5,0,0,-,-,-,-,-,-,Image
1981,8,9,6,18.6,111.2,0,0,-,-,-,-,-,-,Image
1981,8,9,12,19.0,110.0,0,0,-,-,-,-,-,-,Image
1981,8,9,18,19.5,109.0,0,0,-,-,-,-,-,-,Image
1981,8,10,0,20.0,108.0,0,0,-,-,-,-,-,-,Image
1981,8,10,6,20.1,106.7,0,0,-,-,-,-,-,-,Image
1981,8,10,12,20.2,105.4,0,0,-,-,-,-,-,-,Image
1981,8,10,18,20.1,104.3,0,0,-,-,-,-,-,-,Image
1981,8,11,0,20.0,103.3,0,0,-,-,-,-,-,-,Image
