Year,Month,Day,Hour,Lat.,Long.,Wind (kt),Gust (kt),Direc. of Major Storm Axis,Radius of Major Storm Axis (nm),Radius of Minor Storm Axis (nm),Direc. of Major Gale Axis,Radius of Major Gale Axis (nm),Radius of Minor Gale Axis (nm),Image
2022,10,13,6,12.8,113.9,0,0,-,-,-,-,-,-,Image
2022,10,13,12,13.6,113.8,0,0,-,-,-,-,-,-,Image
2022,10,13,18,13.9,112.8,0,0,-,-,-,-,-,-,Image
2022,10,14,0,14.1,111.9,35,0,-,-,-,NW,240,120,Image
2022,10,14,6,14.3,111.4,35,0,-,-,-,NW,240,120,Image
2022,10,14,12,14.8,110.2,35,0,-,-,-,NW,240,120,Image
2022,10,14,18,15.3,109.4,35,0,-,-,-,NW,240,120,Image
2022,10,15,0,15.5,107.8,0,0,-,-,-,-,-,-,Image
