Year,Month,Day,Hour,Lat.,Long.,Wind (kt),Gust (kt),Direc. of Major Storm Axis,Radius of Major Storm Axis (nm),Radius of Minor Storm Axis (nm),Direc. of Major Gale Axis,Radius of Major Gale Axis (nm),Radius of Minor Gale Axis (nm),Image
1989,8,9,6,11.0,143.0,0,0,-,-,-,-,-,-,Image
1989,8,9,12,11.0,141.0,0,0,-,-,-,-,-,-,Image
1989,8,9,18,12.0,140.0,0,0,-,-,-,-,-,-,Image
1989,8,10,0,13.2,140.6,0,0,-,-,-,-,-,-,Image
1989,8,10,6,14.2,141.3,0,0,-,-,-,-,-,-,Image
1989,8,10,12,15.1,141.8,0,0,-,-,-,-,-,-,Image
1989,8,10,18,16.0,142.3,0,0,-,-,-,-,-,-,Image
1989,8,11,0,16.9,142.8,0,0,-,-,-,-,-,-,Image
1989,8,11,6,17.7,143.5,0,0,-,-,-,-,-,-,Image
1989,8,11,12,18.5,144.4,0,0,-,-,-,-,-,-,Image
1989,8,11,18,19.1,145.4,0,0,-,-,-,-,-,-,Image
1989,8,12,0,19.5,146.5,0,0,-,-,-,-,-,-,Image
1989,8,12,6,19.5,147.4,0,0,-,-,-,-,-,-,Image
1989,8,12,12,19.4,148.0,0,0,-,-,-,-,-,-,Image
1989,8,12,18,19.3,148.5,35,0,-,-,-,symmetric,60,60,Image
1989,8,13,0,19.0,149.1,45,0,-,-,-,symmetric,90,90,Image
1989,8,13,6,18.6,150.0,55,0,symmetric,50,50,symmetric,100,100,Image
1989,8,13,12,18.9,151.0,60,0,symmetric,50,50,symmetric,150,150,Image
1989,8,13,18,19.6,151.4,65,0,symmetric,60,60,symmetric,150,150,Image
1989,8,14,0,20.8,151.9,70,0,symmetric,70,70,symmetric,175,175,Image
1989,8,14,6,22.1,152.1,75,0,symmetric,70,70,symmetric,175,175,Image
1989,8,14,12,23.6,151.9,75,0,symmetric,80,80,symmetric,200,200,Image
1989,8,14,18,25.0,151.5,75,0,symmetric,80,80,symmetric,200,200,Image
1989,8,15,0,26.1,150.8,75,0,symmetric,80,80,symmetric,200,200,Image
1989,8,15,6,27.4,150.3,75,0,symmetric,80,80,symmetric,200,200,Image
1989,8,15,12,28.4,149.7,70,0,symmetric,80,80,symmetric,200,200,Image
1989,8,15,18,29.3,149.0,70,0,symmetric,70,70,symmetric,175,175,Image
1989,8,16,0,30.5,148.2,70,0,symmetric,70,70,symmetric,175,175,Image
1989,8,16,6,31.4,147.2,65,0,symmetric,60,60,symmetric,175,175,Image
1989,8,16,12,32.5,146.5,65,0,symmetric,60,60,symmetric,175,175,Image
1989,8,16,18,33.4,145.9,65,0,symmetric,60,60,symmetric,175,175,Image
1989,8,17,0,34.5,145.5,65,0,symmetric,60,60,symmetric,175,175,Image
1989,8,17,6,35.8,145.6,65,0,symmetric,60,60,symmetric,175,175,Image
1989,8,17,9,36.6,145.7,60,0,symmetric,30,30,E,200,175,Image
1989,8,17,12,37.2,145.7,55,0,symmetric,30,30,E,200,175,Image
1989,8,17,18,38.6,146.5,50,0,-,-,-,E,175,150,Image
1989,8,18,0,40.3,147.7,50,0,-,-,-,E,200,150,Image
1989,8,18,6,41.7,148.6,50,0,-,-,-,E,200,150,Image
1989,8,18,12,43.1,149.8,50,0,-,-,-,E,200,150,Image
1989,8,18,18,44.3,151.3,45,0,-,-,-,E,200,150,Image
1989,8,19,0,45.7,153.3,45,0,-,-,-,E,200,150,Image
1989,8,19,6,47.5,154.5,0,0,-,-,-,-,-,-,Image
1989,8,19,12,49.0,156.5,0,0,-,-,-,-,-,-,Image
1989,8,19,18,51.0,158.5,0,0,-,-,-,-,-,-,Image
1989,8,20,0,52.5,161.0,0,0,-,-,-,-,-,-,Image
1989,8,20,6,54.0,163.0,0,0,-,-,-,-,-,-,Image
1989,8,20,12,56.0,166.0,0,0,-,-,-,-,-,-,Image
1989,8,20,18,57.5,167.0,0,0,-,-,-,-,-,-,Image
1989,8,21,0,58.5,170.0,0,0,-,-,-,-,-,-,Image
1989,8,21,6,60.0,174.0,0,0,-,-,-,-,-,-,Image
1989,8,21,12,61.5,176.0,0,0,-,-,-,-,-,-,Image
