Year,Month,Day,Hour,Lat.,Long.,Wind (kt),Gust (kt),Direc. of Major Storm Axis,Radius of Major Storm Axis (nm),Radius of Minor Storm Axis (nm),Direc. of Major Gale Axis,Radius of Major Gale Axis (nm),Radius of Minor Gale Axis (nm),Image
1988,8,1,0,28.5,136.3,0,0,-,-,-,-,-,-,Image
1988,8,1,6,29.7,136.6,0,0,-,-,-,-,-,-,Image
1988,8,1,12,31.0,136.8,0,0,-,-,-,-,-,-,Image
1988,8,1,18,32.0,137.0,0,0,-,-,-,-,-,-,Image
1988,8,2,0,32.9,137.2,35,0,-,-,-,SE,100,50,Image
1988,8,2,6,33.2,137.4,35,0,-,-,-,SE,100,50,Image
1988,8,2,12,33.4,137.6,35,0,-,-,-,SE,100,40,Image
1988,8,2,18,33.6,137.7,35,0,-,-,-,SE,90,40,Image
1988,8,3,0,33.8,137.8,0,0,-,-,-,-,-,-,Image
