Year,Month,Day,Hour,Lat.,Long.,Wind (kt),Gust (kt),Direc. of Major Storm Axis,Radius of Major Storm Axis (nm),Radius of Minor Storm Axis (nm),Direc. of Major Gale Axis,Radius of Major Gale Axis (nm),Radius of Minor Gale Axis (nm),Image
1990,7,26,12,20.0,119.6,0,0,-,-,-,-,-,-,Image
1990,7,26,18,19.6,120.0,0,0,-,-,-,-,-,-,Image
1990,7,27,0,19.2,120.2,0,0,-,-,-,-,-,-,Image
1990,7,27,6,18.8,120.2,0,0,-,-,-,-,-,-,Image
1990,7,27,12,18.6,119.8,0,0,-,-,-,-,-,-,Image
1990,7,27,18,18.6,119.2,0,0,-,-,-,-,-,-,Image
1990,7,28,0,18.6,118.3,35,0,-,-,-,symmetric,65,65,Image
1990,7,28,6,18.6,118.0,40,0,-,-,-,symmetric,100,100,Image
1990,7,28,12,18.7,117.6,45,0,-,-,-,symmetric,125,125,Image
1990,7,28,18,18.8,117.4,45,0,-,-,-,symmetric,125,125,Image
1990,7,29,0,18.9,117.2,45,0,-,-,-,symmetric,250,250,Image
1990,7,29,6,18.8,116.5,50,0,-,-,-,symmetric,200,200,Image
1990,7,29,12,18.8,116.0,50,0,-,-,-,symmetric,200,200,Image
1990,7,29,18,19.0,116.0,50,0,-,-,-,symmetric,200,200,Image
1990,7,30,0,19.4,115.5,55,0,symmetric,20,20,symmetric,200,200,Image
1990,7,30,6,20.1,115.8,55,0,symmetric,20,20,symmetric,200,200,Image
1990,7,30,12,21.4,115.8,55,0,symmetric,20,20,symmetric,200,200,Image
1990,7,30,18,22.0,116.0,55,0,symmetric,20,20,symmetric,200,200,Image
1990,7,31,0,23.6,115.1,50,0,-,-,-,symmetric,175,175,Image
1990,7,31,6,25.0,114.7,45,0,-,-,-,symmetric,150,150,Image
1990,7,31,12,25.5,114.4,35,0,-,-,-,S,175,30,Image
1990,7,31,18,25.8,114.3,0,0,-,-,-,-,-,-,Image
1990,8,1,0,26.2,114.6,0,0,-,-,-,-,-,-,Image
