Year,Month,Day,Hour,Lat.,Long.,Wind (kt),Gust (kt),Direc. of Major Storm Axis,Radius of Major Storm Axis (nm),Radius of Minor Storm Axis (nm),Direc. of Major Gale Axis,Radius of Major Gale Axis (nm),Radius of Minor Gale Axis (nm),Image
1999,9,11,0,18.0,141.8,0,0,-,-,-,-,-,-,Image
1999,9,11,6,18.5,140.9,0,0,-,-,-,-,-,-,Image
1999,9,11,12,19.2,139.9,0,0,-,-,-,-,-,-,Image
1999,9,11,18,20.0,139.3,0,0,-,-,-,-,-,-,Image
1999,9,12,0,21.0,138.9,0,0,-,-,-,-,-,-,Image
1999,9,12,6,22.1,138.3,0,0,-,-,-,-,-,-,Image
1999,9,12,12,22.7,137.7,0,0,-,-,-,-,-,-,Image
1999,9,12,18,23.5,137.1,0,0,-,-,-,-,-,-,Image
1999,9,13,0,25.2,135.9,0,0,-,-,-,-,-,-,Image
1999,9,13,6,27.3,134.1,0,0,-,-,-,-,-,-,Image
1999,9,13,12,28.3,132.8,0,0,-,-,-,-,-,-,Image
1999,9,13,18,29.0,132.4,0,0,-,-,-,-,-,-,Image
1999,9,14,0,29.9,131.8,0,0,-,-,-,-,-,-,Image
1999,9,14,6,31.3,131.2,45,0,-,-,-,symmetric,80,80,Image
1999,9,14,8,31.5,131.2,45,0,-,-,-,symmetric,80,80,Image
1999,9,14,9,31.7,131.3,45,0,-,-,-,symmetric,80,80,Image
1999,9,14,12,32.1,131.6,40,0,-,-,-,symmetric,70,70,Image
1999,9,14,15,32.6,132.0,35,0,-,-,-,symmetric,60,60,Image
1999,9,14,17,33.1,132.4,35,0,-,-,-,symmetric,60,60,Image
1999,9,14,18,33.2,132.6,35,0,-,-,-,symmetric,60,60,Image
1999,9,14,21,33.8,133.6,35,0,-,-,-,symmetric,60,60,Image
1999,9,15,0,34.4,134.6,35,0,-,-,-,symmetric,60,60,Image
1999,9,15,1,34.6,134.8,45,0,-,-,-,symmetric,60,60,Image
1999,9,15,3,35.1,135.5,35,0,-,-,-,symmetric,60,60,Image
1999,9,15,6,35.7,137.6,0,0,-,-,-,-,-,-,Image
1999,9,15,12,37.0,141.4,0,0,-,-,-,-,-,-,Image
1999,9,15,18,37.9,144.9,0,0,-,-,-,-,-,-,Image
1999,9,16,0,39.1,149.1,0,0,-,-,-,-,-,-,Image
1999,9,16,6,39.4,151.3,0,0,-,-,-,-,-,-,Image
1999,9,16,12,39.6,153.0,0,0,-,-,-,-,-,-,Image
1999,9,16,18,39.7,154.6,0,0,-,-,-,-,-,-,Image
1999,9,17,0,39.7,156.0,0,0,-,-,-,-,-,-,Image
1999,9,17,6,39.8,157.3,0,0,-,-,-,-,-,-,Image
