Year,Month,Day,Hour,Lat.,Long.,Wind (kt),Gust (kt),Direc. of Major Storm Axis,Radius of Major Storm Axis (nm),Radius of Minor Storm Axis (nm),Direc. of Major Gale Axis,Radius of Major Gale Axis (nm),Radius of Minor Gale Axis (nm),Image
2008,5,14,12,11.8,116.9,0,0,-,-,-,-,-,-,Image
2008,5,14,18,12.0,116.8,0,0,-,-,-,-,-,-,Image
2008,5,15,0,12.2,116.8,0,0,-,-,-,-,-,-,Image
2008,5,15,6,12.5,116.8,0,0,-,-,-,-,-,-,Image
2008,5,15,12,12.9,116.8,0,0,-,-,-,-,-,-,Image
2008,5,15,18,13.3,116.9,0,0,-,-,-,-,-,-,Image
2008,5,16,0,14.0,117.0,0,0,-,-,-,-,-,-,Image
2008,5,16,6,14.4,117.5,35,0,-,-,-,symmetric,140,140,Image
2008,5,16,12,14.7,117.5,45,0,-,-,-,symmetric,160,160,Image
2008,5,16,18,15.1,118.2,45,0,-,-,-,symmetric,160,160,Image
2008,5,17,0,15.3,118.6,50,0,-,-,-,symmetric,170,170,Image
2008,5,17,6,15.9,119.2,60,0,symmetric,50,50,symmetric,170,170,Image
2008,5,17,12,16.3,120.1,60,0,symmetric,50,50,symmetric,180,180,Image
2008,5,17,18,16.9,120.9,50,0,-,-,-,symmetric,140,140,Image
2008,5,18,0,17.3,121.7,45,0,-,-,-,symmetric,120,120,Image
2008,5,18,6,18.6,123.8,45,0,-,-,-,symmetric,120,120,Image
2008,5,18,12,19.3,124.9,45,0,-,-,-,symmetric,140,140,Image
2008,5,18,18,19.8,125.8,50,0,-,-,-,symmetric,160,160,Image
2008,5,19,0,21.1,127.3,50,0,-,-,-,SE,180,140,Image
2008,5,19,6,22.0,128.6,55,0,symmetric,50,50,SE,180,140,Image
2008,5,19,9,22.6,129.5,55,0,symmetric,50,50,SE,180,140,Image
2008,5,19,12,23.2,130.5,50,0,-,-,-,SE,160,110,Image
2008,5,19,15,23.7,131.5,50,0,-,-,-,SE,160,110,Image
2008,5,19,18,24.6,132.8,45,0,-,-,-,SE,140,100,Image
2008,5,19,21,25.7,134.2,45,0,-,-,-,SE,140,100,Image
2008,5,20,0,26.8,135.5,40,0,-,-,-,SE,140,100,Image
2008,5,20,6,29.2,139.0,35,0,-,-,-,SE,140,100,Image
2008,5,20,12,31.9,142.5,0,0,-,-,-,-,-,-,Image
2008,5,20,18,33.7,144.8,0,0,-,-,-,-,-,-,Image
2008,5,21,0,36.2,148.3,0,0,-,-,-,-,-,-,Image
2008,5,21,6,38.6,151.5,0,0,-,-,-,-,-,-,Image
2008,5,21,12,41.1,154.7,0,0,-,-,-,-,-,-,Image
2008,5,21,18,42.9,157.0,0,0,-,-,-,-,-,-,Image
2008,5,22,0,44.3,158.5,0,0,-,-,-,-,-,-,Image
2008,5,22,6,45.5,159.8,0,0,-,-,-,-,-,-,Image
2008,5,22,12,46.8,160.8,0,0,-,-,-,-,-,-,Image
2008,5,22,18,48.0,161.3,0,0,-,-,-,-,-,-,Image
2008,5,23,0,49.1,161.3,0,0,-,-,-,-,-,-,Image
2008,5,23,6,49.8,161.1,0,0,-,-,-,-,-,-,Image
2008,5,23,12,50.8,160.6,0,0,-,-,-,-,-,-,Image
2008,5,23,18,51.6,160.6,0,0,-,-,-,-,-,-,Image
2008,5,24,0,51.6,160.2,0,0,-,-,-,-,-,-,Image
2008,5,24,6,51.3,160.1,0,0,-,-,-,-,-,-,Image
