Year,Month,Day,Hour,Lat.,Long.,Wind (kt),Gust (kt),Direc. of Major Storm Axis,Radius of Major Storm Axis (nm),Radius of Minor Storm Axis (nm),Direc. of Major Gale Axis,Radius of Major Gale Axis (nm),Radius of Minor Gale Axis (nm),Image
1993,6,15,18,4.2,156.5,0,0,-,-,-,-,-,-,Image
1993,6,16,0,4.6,156.8,0,0,-,-,-,-,-,-,Image
1993,6,16,6,5.0,157.1,0,0,-,-,-,-,-,-,Image
1993,6,16,12,5.8,157.2,0,0,-,-,-,-,-,-,Image
1993,6,16,18,6.4,157.0,0,0,-,-,-,-,-,-,Image
1993,6,17,0,6.7,156.6,0,0,-,-,-,-,-,-,Image
1993,6,17,6,6.8,155.9,0,0,-,-,-,-,-,-,Image
1993,6,17,12,6.9,155.2,0,0,-,-,-,-,-,-,Image
1993,6,17,18,7.2,154.6,0,0,-,-,-,-,-,-,Image
1993,6,18,0,7.4,154.3,0,0,-,-,-,-,-,-,Image
1993,6,18,6,7.5,153.9,0,0,-,-,-,-,-,-,Image
1993,6,18,12,7.5,153.3,0,0,-,-,-,-,-,-,Image
1993,6,18,18,7.5,152.4,0,0,-,-,-,-,-,-,Image
1993,6,19,0,7.4,151.1,0,0,-,-,-,-,-,-,Image
1993,6,19,6,7.4,150.2,0,0,-,-,-,-,-,-,Image
1993,6,19,12,7.4,149.2,0,0,-,-,-,-,-,-,Image
1993,6,19,18,7.3,147.9,0,0,-,-,-,-,-,-,Image
1993,6,20,0,7.3,147.3,0,0,-,-,-,-,-,-,Image
1993,6,20,6,7.3,146.7,0,0,-,-,-,-,-,-,Image
1993,6,20,12,7.3,146.2,0,0,-,-,-,-,-,-,Image
1993,6,20,18,7.3,145.8,0,0,-,-,-,-,-,-,Image
1993,6,21,0,7.4,145.2,0,0,-,-,-,-,-,-,Image
1993,6,21,6,7.8,143.9,0,0,-,-,-,-,-,-,Image
1993,6,21,12,8.2,142.8,35,0,-,-,-,symmetric,70,70,Image
1993,6,21,18,8.8,141.6,35,0,-,-,-,symmetric,80,80,Image
1993,6,22,0,9.7,140.1,40,0,-,-,-,symmetric,100,100,Image
1993,6,22,6,10.2,139.0,45,0,-,-,-,symmetric,100,100,Image
1993,6,22,12,10.6,138.0,50,0,-,-,-,symmetric,120,120,Image
1993,6,22,18,11.1,136.7,60,0,symmetric,40,40,symmetric,140,140,Image
1993,6,23,0,11.7,135.2,70,0,symmetric,60,60,symmetric,160,160,Image
1993,6,23,6,12.2,134.3,75,0,symmetric,70,70,symmetric,170,170,Image
1993,6,23,12,12.7,133.3,85,0,symmetric,80,80,symmetric,180,180,Image
1993,6,23,18,13.1,132.1,90,0,symmetric,90,90,symmetric,200,200,Image
1993,6,24,0,13.4,130.9,100,0,symmetric,110,110,symmetric,240,240,Image
1993,6,24,6,13.6,129.8,105,0,symmetric,120,120,symmetric,240,240,Image
1993,6,24,12,14.0,128.8,105,0,symmetric,120,120,E,300,240,Image
1993,6,24,18,14.4,127.4,105,0,symmetric,120,120,E,300,240,Image
1993,6,25,0,15.0,126.2,105,0,symmetric,120,120,E,400,280,Image
1993,6,25,6,15.5,125.1,100,0,symmetric,120,120,E,400,280,Image
1993,6,25,12,16.3,124.0,95,0,symmetric,110,110,E,400,280,Image
1993,6,25,18,17.0,122.6,90,0,symmetric,100,100,E,400,250,Image
1993,6,26,0,17.2,121.1,85,0,symmetric,90,90,symmetric,325,325,Image
1993,6,26,6,17.8,120.0,80,0,symmetric,90,90,symmetric,325,325,Image
1993,6,26,12,18.9,118.6,80,0,symmetric,90,90,symmetric,325,325,Image
1993,6,26,18,19.7,116.8,75,0,symmetric,80,80,symmetric,300,300,Image
1993,6,27,0,20.0,115.3,70,0,symmetric,80,80,symmetric,300,300,Image
1993,6,27,6,20.4,114.1,70,0,symmetric,70,70,symmetric,300,300,Image
1993,6,27,12,21.3,112.7,65,0,symmetric,70,70,S,240,180,Image
1993,6,27,18,21.8,111.3,60,0,S,60,40,S,240,150,Image
1993,6,28,0,22.1,109.6,45,0,-,-,-,S,200,120,Image
1993,6,28,6,22.2,107.6,35,0,-,-,-,S,150,90,Image
1993,6,28,12,22.4,106.3,0,0,-,-,-,-,-,-,Image
1993,6,28,18,22.7,106.1,0,0,-,-,-,-,-,-,Image
1993,6,29,0,23.0,106.0,0,0,-,-,-,-,-,-,Image
1993,6,29,6,23.3,106.2,0,0,-,-,-,-,-,-,Image
