Year,Month,Day,Hour,Lat.,Long.,Wind (kt),Gust (kt),Direc. of Major Storm Axis,Radius of Major Storm Axis (nm),Radius of Minor Storm Axis (nm),Direc. of Major Gale Axis,Radius of Major Gale Axis (nm),Radius of Minor Gale Axis (nm),Image
1989,7,11,0,18.5,148.5,0,0,-,-,-,-,-,-,Image
1989,7,11,6,18.5,147.2,0,0,-,-,-,-,-,-,Image
1989,7,11,12,18.5,146.0,0,0,-,-,-,-,-,-,Image
1989,7,11,18,18.5,144.6,0,0,-,-,-,-,-,-,Image
1989,7,12,0,18.5,143.2,40,0,-,-,-,symmetric,90,90,Image
1989,7,12,6,18.5,141.7,40,0,-,-,-,symmetric,90,90,Image
1989,7,12,12,18.3,140.4,45,0,-,-,-,symmetric,100,100,Image
1989,7,12,18,18.2,138.7,50,0,-,-,-,symmetric,125,125,Image
1989,7,13,0,18.0,137.1,55,0,symmetric,40,40,symmetric,125,125,Image
1989,7,13,6,17.5,135.4,60,0,symmetric,50,50,symmetric,150,150,Image
1989,7,13,12,17.1,134.0,65,0,symmetric,50,50,symmetric,150,150,Image
1989,7,13,18,16.8,132.8,70,0,symmetric,50,50,symmetric,150,150,Image
1989,7,14,0,16.4,131.5,75,0,symmetric,80,80,symmetric,150,150,Image
1989,7,14,6,16.4,130.1,80,0,symmetric,80,80,symmetric,175,175,Image
1989,7,14,12,16.3,128.7,85,0,symmetric,80,80,symmetric,175,175,Image
1989,7,14,18,16.4,127.5,90,0,symmetric,80,80,symmetric,175,175,Image
1989,7,15,0,16.6,126.3,95,0,symmetric,90,90,symmetric,200,200,Image
1989,7,15,6,16.9,125.2,100,0,symmetric,100,100,symmetric,220,220,Image
1989,7,15,12,17.5,124.0,100,0,symmetric,100,100,symmetric,225,225,Image
1989,7,15,18,18.0,122.5,95,0,symmetric,100,100,symmetric,225,225,Image
1989,7,16,0,18.1,121.3,85,0,symmetric,100,100,symmetric,250,250,Image
1989,7,16,6,18.2,120.2,75,0,symmetric,90,90,symmetric,250,250,Image
1989,7,16,12,18.6,119.0,75,0,symmetric,90,90,symmetric,250,250,Image
1989,7,16,18,19.0,117.7,75,0,symmetric,90,90,symmetric,250,250,Image
1989,7,17,0,19.3,116.6,70,0,symmetric,90,90,symmetric,250,250,Image
1989,7,17,6,19.8,115.8,70,0,symmetric,90,90,symmetric,250,250,Image
1989,7,17,12,20.3,114.9,65,0,symmetric,90,90,symmetric,250,250,Image
1989,7,17,18,20.8,113.7,65,0,symmetric,90,90,symmetric,250,250,Image
1989,7,18,0,21.3,112.3,55,0,symmetric,75,75,S,250,125,Image
1989,7,18,6,21.7,111.4,55,0,symmetric,50,50,S,200,100,Image
1989,7,18,12,22.0,110.3,50,0,-,-,-,S,175,80,Image
1989,7,18,18,22.5,109.0,40,0,-,-,-,S,175,80,Image
1989,7,19,0,22.5,107.5,0,0,-,-,-,-,-,-,Image
1989,7,19,6,22.5,106.0,0,0,-,-,-,-,-,-,Image
