Year,Month,Day,Hour,Lat.,Long.,Wind (kt),Gust (kt),Direc. of Major Storm Axis,Radius of Major Storm Axis (nm),Radius of Minor Storm Axis (nm),Direc. of Major Gale Axis,Radius of Major Gale Axis (nm),Radius of Minor Gale Axis (nm),Image
2018,11,16,18,10.0,112.5,0,0,-,-,-,-,-,-,Image
2018,11,17,0,10.6,111.8,0,0,-,-,-,-,-,-,Image
2018,11,17,6,10.9,111.3,35,0,-,-,-,NW,90,60,Image
2018,11,17,12,11.2,110.7,35,0,-,-,-,NW,90,60,Image
2018,11,17,18,11.4,110.1,35,0,-,-,-,NW,90,60,Image
2018,11,18,0,11.6,109.5,0,0,-,-,-,-,-,-,Image
2018,11,18,6,11.7,108.9,0,0,-,-,-,-,-,-,Image
2018,11,18,12,11.8,108.2,0,0,-,-,-,-,-,-,Image
