Year,Month,Day,Hour,Lat.,Long.,Wind (kt),Gust (kt),Direc. of Major Storm Axis,Radius of Major Storm Axis (nm),Radius of Minor Storm Axis (nm),Direc. of Major Gale Axis,Radius of Major Gale Axis (nm),Radius of Minor Gale Axis (nm),Image
2016,9,5,12,24.8,124.8,0,0,-,-,-,-,-,-,Image
2016,9,5,18,25.2,124.8,0,0,-,-,-,-,-,-,Image
2016,9,6,0,26.4,125.8,0,0,-,-,-,-,-,-,Image
2016,9,6,6,27.6,126.8,40,0,-,-,-,SE,150,90,Image
2016,9,6,12,28.3,128.1,40,0,-,-,-,SE,150,90,Image
2016,9,6,18,29.0,129.1,40,0,-,-,-,SE,150,60,Image
2016,9,7,0,29.2,130.3,0,0,-,-,-,-,-,-,Image
2016,9,7,6,29.1,132.1,0,0,-,-,-,-,-,-,Image
