Year,Month,Day,Hour,Lat.,Long.,Wind (kt),Gust (kt),Direc. of Major Storm Axis,Radius of Major Storm Axis (nm),Radius of Minor Storm Axis (nm),Direc. of Major Gale Axis,Radius of Major Gale Axis (nm),Radius of Minor Gale Axis (nm),Image
1990,8,13,6,14.8,180.6,45,0,-,-,-,symmetric,100,100,Image
1990,8,13,12,14.9,178.9,40,0,-,-,-,symmetric,100,100,Image
1990,8,13,18,15.1,177.2,40,0,-,-,-,symmetric,80,80,Image
1990,8,14,0,15.1,175.3,35,0,-,-,-,symmetric,75,75,Image
1990,8,14,6,15.5,174.1,35,0,-,-,-,symmetric,75,75,Image
1990,8,14,12,16.0,173.1,35,0,-,-,-,symmetric,60,60,Image
1990,8,14,18,16.1,172.0,0,0,-,-,-,-,-,-,Image
1990,8,15,0,16.2,170.9,0,0,-,-,-,-,-,-,Image
