Year,Month,Day,Hour,Lat.,Long.,Wind (kt),Gust (kt),Direc. of Major Storm Axis,Radius of Major Storm Axis (nm),Radius of Minor Storm Axis (nm),Direc. of Major Gale Axis,Radius of Major Gale Axis (nm),Radius of Minor Gale Axis (nm),Image
2002,7,20,6,16.1,180.4,0,0,-,-,-,-,-,-,Image
2002,7,20,12,15.8,179.5,35,0,-,-,-,N,140,20,Image
2002,7,20,18,16.5,178.6,35,0,-,-,-,N,140,20,Image
2002,7,21,0,17.7,178.0,35,0,-,-,-,NE,140,20,Image
2002,7,21,6,19.0,177.0,0,0,-,-,-,-,-,-,Image
