Year,Month,Day,Hour,Lat.,Long.,Wind (kt),Gust (kt),Direc. of Major Storm Axis,Radius of Major Storm Axis (nm),Radius of Minor Storm Axis (nm),Direc. of Major Gale Axis,Radius of Major Gale Axis (nm),Radius of Minor Gale Axis (nm),Image
2005,9,19,6,13.2,127.0,0,0,-,-,-,-,-,-,Image
2005,9,19,12,13.8,126.1,0,0,-,-,-,-,-,-,Image
2005,9,19,18,14.3,125.2,0,0,-,-,-,-,-,-,Image
2005,9,20,0,14.9,124.6,0,0,-,-,-,-,-,-,Image
2005,9,20,6,15.8,124.1,0,0,-,-,-,-,-,-,Image
2005,9,20,12,16.5,123.7,0,0,-,-,-,-,-,-,Image
2005,9,20,18,17.2,123.3,0,0,-,-,-,-,-,-,Image
2005,9,21,0,18.0,122.8,35,0,-,-,-,NE,200,180,Image
2005,9,21,6,18.7,122.2,40,0,-,-,-,E,220,180,Image
2005,9,21,12,18.9,121.5,45,0,-,-,-,SE,230,180,Image
2005,9,21,18,19.3,121.2,45,0,-,-,-,SE,240,180,Image
2005,9,22,0,19.8,121.0,45,0,-,-,-,SE,250,180,Image
2005,9,22,6,20.2,120.4,45,0,-,-,-,S,260,180,Image
2005,9,22,12,20.0,119.6,45,0,-,-,-,S,260,180,Image
2005,9,22,18,19.8,118.8,45,0,-,-,-,S,260,180,Image
2005,9,23,0,20.0,118.0,45,0,-,-,-,S,260,180,Image
2005,9,23,6,20.5,116.8,45,0,-,-,-,S,260,180,Image
2005,9,23,12,20.5,116.7,45,0,-,-,-,S,260,180,Image
2005,9,23,18,20.3,116.1,50,0,-,-,-,S,260,180,Image
2005,9,24,0,20.0,115.4,55,0,symmetric,40,40,S,260,180,Image
2005,9,24,6,19.7,114.8,60,0,symmetric,50,50,S,260,180,Image
2005,9,24,12,19.3,114.0,65,0,symmetric,60,60,S,260,190,Image
2005,9,24,18,18.9,113.4,65,0,symmetric,60,60,S,260,200,Image
2005,9,25,0,18.8,113.1,75,0,symmetric,75,75,SE,260,220,Image
2005,9,25,6,19.1,112.4,80,0,symmetric,80,80,SE,260,220,Image
2005,9,25,12,19.2,111.8,80,0,SE,90,70,SE,260,220,Image
2005,9,25,18,19.1,110.7,80,0,SE,90,50,SE,250,210,Image
2005,9,26,0,18.5,109.9,70,0,SE,80,40,SE,240,200,Image
2005,9,26,6,18.8,108.9,65,0,W,80,40,SE,220,200,Image
2005,9,26,12,19.4,108.1,60,0,symmetric,60,60,E,220,170,Image
2005,9,26,18,19.5,107.5,60,0,symmetric,60,60,E,220,140,Image
2005,9,27,0,19.6,106.3,60,0,SE,80,40,E,180,120,Image
2005,9,27,6,19.7,105.0,50,0,-,-,-,E,150,100,Image
2005,9,27,12,19.3,103.8,35,0,-,-,-,E,120,60,Image
2005,9,27,18,19.5,102.6,0,0,-,-,-,-,-,-,Image
2005,9,28,0,20.4,101.3,0,0,-,-,-,-,-,-,Image
2005,9,28,6,21.0,99.7,0,0,-,-,-,-,-,-,Image
