time,lng,lat,strong,power,speed,move_dir,move_speed,pressure,radius7,radius10,radius12,remark,forecast,radius7_quad.ne,radius7_quad.se,radius7_quad.sw,radius7_quad.nw,radius10_quad.ne,radius10_quad.se,radius10_quad.sw,radius10_quad.nw,radius12_quad.ne,radius12_quad.se,radius12_quad.sw,radius12_quad.nw
2023-09-30T02:00:00,132.2,15.7,热带风暴(TS),8,18,,30.0,1000,,,,,,,,,,,,,,,,,
2023-09-30T05:00:00,132.1,15.6,热带风暴(TS),8,18,西北,10.0,1000,300.0,0.0,0.0,,,200.0,220.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-30T08:00:00,131.7,15.3,热带风暴(TS),8,18,西北,11.0,1000,300.0,0.0,0.0,,,200.0,220.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-30T11:00:00,131.4,15.3,热带风暴(TS),8,18,北西北,13.0,1000,300.0,0.0,0.0,,,200.0,220.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-30T14:00:00,131.2,15.7,热带风暴(TS),8,18,北西北,14.0,1000,300.0,0.0,0.0,,,200.0,220.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-30T17:00:00,130.7,16.0,热带风暴(TS),8,18,北西北,14.0,1000,300.0,0.0,0.0,,,200.0,220.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-30T20:00:00,130.5,16.3,热带风暴(TS),8,18,北西北,13.0,1000,300.0,0.0,0.0,,,200.0,220.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-30T23:00:00,130.4,16.5,热带风暴(TS),8,20,北西北,13.0,995,300.0,0.0,0.0,,,200.0,220.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-01T02:00:00,130.3,16.8,热带风暴(TS),8,20,北西北,13.0,995,300.0,0.0,0.0,,,200.0,220.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-01T05:00:00,130.1,17.1,热带风暴(TS),8,20,北西北,14.0,995,330.0,0.0,0.0,,,200.0,280.0,330.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-01T08:00:00,129.5,17.2,热带风暴(TS),8,20,北西北,14.0,995,330.0,0.0,0.0,,,200.0,280.0,330.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-01T11:00:00,129.2,17.4,强热带风暴(STS),10,25,北西北,12.0,985,500.0,0.0,0.0,,,220.0,400.0,500.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-01T14:00:00,128.9,17.9,强热带风暴(STS),10,25,西北,10.0,985,500.0,0.0,0.0,,,220.0,400.0,500.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
