time,lng,lat,strong,power,speed,move_dir,move_speed,pressure,radius7,radius10,radius12,remark,forecast,radius7_quad.ne,radius7_quad.se,radius7_quad.sw,radius7_quad.nw,radius10_quad.ne,radius10_quad.se,radius10_quad.sw,radius10_quad.nw,radius12_quad.ne,radius12_quad.se,radius12_quad.sw,radius12_quad.nw
2023-04-20T14:00:00,157.0,9.0,热带风暴(TS),8,18,,30.0,1002,,,,,,,,,,,,,,,,,
2023-04-20T17:00:00,156.8,9.1,热带风暴(TS),8,18,,,1000,150.0,,,,,150.0,110.0,100.0,110.0,,,,,,,,
2023-04-20T20:00:00,156.5,9.6,热带风暴(TS),8,18,西北,11.0,1000,150.0,0.0,0.0,,,150.0,110.0,100.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-21T02:00:00,156.0,9.9,热带风暴(TS),8,18,西西北,10.0,1000,150.0,0.0,0.0,,,150.0,110.0,100.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-21T05:00:00,155.8,10.0,热带风暴(TS),8,20,西北,8.0,995,150.0,0.0,0.0,,,150.0,110.0,100.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-21T08:00:00,155.6,10.1,热带风暴(TS),8,20,西北,8.0,995,150.0,0.0,0.0,,,150.0,110.0,100.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-21T14:00:00,155.6,10.2,热带风暴(TS),9,23,西北,8.0,992,160.0,0.0,0.0,,,160.0,120.0,100.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-21T17:00:00,155.6,10.2,热带风暴(TS),9,23,西北,8.0,992,160.0,0.0,0.0,,,160.0,120.0,100.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-21T20:00:00,155.3,10.3,热带风暴(TS),9,23,西北,10.0,992,160.0,0.0,0.0,,,160.0,120.0,100.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-22T02:00:00,155.3,10.3,热带风暴(TS),9,23,西北,8.0,992,160.0,0.0,0.0,,,160.0,120.0,100.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-22T05:00:00,155.3,10.3,热带风暴(TS),9,23,西北,8.0,992,160.0,0.0,0.0,,,160.0,120.0,100.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-22T08:00:00,155.2,10.4,热带风暴(TS),8,20,西北,10.0,998,150.0,0.0,0.0,,,150.0,120.0,100.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-22T14:00:00,155.0,10.4,热带风暴(TS),8,18,西西北,15.0,1000,150.0,0.0,0.0,,,150.0,120.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-22T17:00:00,154.8,10.4,热带低压(TD),7,15,,,1002,,,,,"[{'sets': '中国', 'points': [{'time': '2023-04-23T05:00:00', 'lng': 153.5, 'lat': 10.5, 'strong': '热带低压(TD)', 'power': 6, 'speed': 13, 'move_dir': None, 'move_speed': None, 'pressure': 1006, 'radius7': None, 'radius10': None, 'remark': None}]}, {'sets': '日本', 'points': [{'time': '2023-04-23T17:00:00', 'lng': 152.8, 'lat': 11.6, 'strong': '', 'power': 0, 'speed': 0, 'move_dir': None, 'move_speed': None, 'pressure': 1006, 'radius7': None, 'radius10': None, 'remark': None}]}]",,,,,,,,,,,,
